team,url,name,SKU,price,color,detail
Baltimore Orioles,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20078699,Baltimore Orioles MLB Authentic Collection 59FIFTY Cap,20078699,$25.99,Black/Orange,"Made of 100% Polyester, Woven"
St. Louis Cardinals,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20078212,St. Louis Cardinals MLB Authentic Collection 59FIFTY Cap,20078212,$25.99,Navy,"Made of 100% Polyester, Woven"
Detroit Tigers,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20078200,Detroit Tigers MLB Authentic Collection 59FIFTY Cap,20078200,$25.99,Navy,"Made of 100% Polyester, Woven"
Colorado Rockies,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20078199,Colorado Rockies MLB Authentic Collection 59FIFTY Cap,20078199,$25.99,Purple,"Made of 100% Polyester, Woven"
Cincinnati Reds,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20078194,Cincinnati Reds MLB Authentic Collection 59FIFTY Cap,20078194,$25.99,Black/Red,"Made of 100% Polyester, Woven"
Cincinnati Reds,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20078193,Cincinnati Reds MLB Authentic Collection 59FIFTY Cap,20078193,$25.99,Red,"Made of 100% Polyester, Woven"
Arizona Diamondbacks,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20078189,Arizona Diamondbacks MLB Authentic Collection 59FIFTY Cap,20078189,$25.99,Black,"Made of 100% Polyester, Woven"
Arizona Diamondbacks,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20078188,Arizona Diamondbacks MLB Authentic Collection 59FIFTY Cap,20078188,$25.99,Brick,"Made of 100% Polyester, Woven"
Milwaukee Brewers,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20061625,Milwaukee Brewers MLB Authentic Collection 59FIFTY Cap,20061625,$25.99,RoyalBlue,"Made of 100% Polyester, Woven"
Texas Rangers,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057743,Texas Rangers MLB Black on Black Fashion 59FIFTY Cap,20057743,$24.99,Black,"Made of 100% Wool, Woven"
St. Louis Cardinals,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057741,St. Louis Cardinals MLB Black on Black Fashion 59FIFTY Cap,20057741,$24.99,Black,"Made of 100% Nylon, Woven Felt"
San Diego Padres,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057739,San Diego Padres MLB Black on Black Fashion 59FIFTY Cap,20057739,$24.99,Black,"Made of 100% Wool, Woven"
Philadelphia Phillies,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057737,Philadelphia Phillies MLB Black on Black Fashion 59FIFTY Cap,20057737,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Oakland Athletics,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057736,Oakland Athletics MLB Black on Black Fashion 59FIFTY Cap,20057736,$24.99,Black,"Made of 100% Wool, Woven"
Los Angeles Angels,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057733,Los Angeles Angels MLB Black on Black Fashion 59FIFTY Cap,20057733,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Detroit Tigers,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057730,Detroit Tigers MLB Black on Black Fashion 59FIFTY Cap,20057730,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Chicago Cubs,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057729,Chicago Cubs MLB Black on Black Fashion 59FIFTY Cap,20057729,$24.99,Black,"Made of 100% Wool, Woven"
Chicago White Sox,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057728,Chicago White Sox MLB Black on Black Fashion 59FIFTY Cap,20057728,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Boston Red Sox,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057726,Boston Red Sox MLB Black on Black Fashion 59FIFTY Cap,20057726,$24.99,Black,Made of 100% Linen Woven
Atlanta Braves,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057693,Atlanta Braves MLB Black on Black Fashion 59FIFTY Cap,20057693,$24.99,Black,"Made of 100% Wool, Woven"
Texas Rangers,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20055152,Texas Rangers MLB Authentic Collection 59FIFTY Cap,20055152,$25.99,RoyalBlue,"Made of 100% Polyester, Woven"
San Francisco Giants,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20055150,San Francisco Giants MLB Authentic Collection 59FIFTY Cap,20055150,$25.99,Black,"Made of 100% Polyester, Woven"
San Diego Padres,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20055149,San Diego Padres MLB Authentic Collection 59FIFTY Cap,20055149,$25.99,Navy,"Made of 100% Polyester, Woven"
New York Mets,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20055144,New York Mets MLB Authentic Collection 59FIFTY Cap,20055144,$25.99,RoyalBlue,"Made of 100% Polyester, Woven"
Minnesota Twins,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20055143,Minnesota Twins MLB Authentic Collection 59FIFTY Cap,20055143,$25.99,Navy,"Made of 100% Polyester, Woven"
Milwaukee Brewers,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20055142,Milwaukee Brewers MLB Authentic Collection 59FIFTY Cap,20055142,$25.99,Navy,"Made of 100% Polyester, Woven"
Los Angeles Angels,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20055140,Los Angeles Angels MLB Authentic Collection 59FIFTY Cap,20055140,$25.99,Red,"Made of 100% Polyester, Woven"
Cincinnati Reds,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20055134,Cincinnati Reds MLB Authentic Collection 59FIFTY Cap,20055134,$25.99,Red/Black,"Made of 100% Polyester, Woven"
